Benchmark,gcc
cap_Q_full[23],0
cap_Q_notfull[15],0
cap_Q_notfull[16],0
cap_Q_notfull[17],0
cap_Q_notfull[18],0
cap_Q_notfull[19],0
cap_Q_notfull[20],0
cap_Q_notfull[21],0
cap_Q_notfull[22],0
cap_Q_notfull[23],0
dead_gathered[15],120208575
dead_gathered[16],118687317
dead_gathered[17],116749535
dead_gathered[18],113368951
dead_gathered[19],106907894
dead_gathered[20],94724064
dead_gathered[21],75733551
dead_gathered[22],53010026
dead_gathered[23],43385826
stash_hit,1892615
dead_encountered[15],6228068
dead_encountered[16],7384128
dead_encountered[17],8448689
dead_encountered[18],9989124
dead_encountered[19],12799480
dead_encountered[20],17960768
dead_encountered[21],25699072
dead_encountered[22],30795035
dead_encountered[23],42850342
dead_shadowed[15],0
dead_shadowed[16],0
dead_shadowed[17],0
dead_shadowed[18],0
dead_shadowed[19],0
dead_shadowed[20],0
dead_shadowed[21],0
dead_shadowed[22],0
dead_shadowed[23],0
dead_scan[15],0
dead_scan[16],0
dead_scan[17],0
dead_scan[18],0
dead_scan[19],0
dead_scan[20],0
dead_scan[21],0
dead_scan[22],0
dead_scan[23],0
shad_added[15],0
shad_added[16],0
shad_added[17],0
shad_added[18],0
shad_added[19],0
shad_added[20],0
shad_added[21],0
shad_added[22],0
shad_added[23],0
same_bucket,0
remote_under,59054883
remote_over,20271122
